original_query,enhanced_query,top_similarity,weighted_top5_similarity,num_results,response_time
Clothing/towels/shoes/small household items,What are the general categories of personal and household items?,0.85048074,0.846305251121521,5,0.0928659439086914
winter accessories,What are the essential items to wear or use during cold weather to stay warm and comfortable?,0.83645105,0.8339796632528305,5,0.04436302185058594
Tables,What are the different types and uses of tables across various contexts?,0.872595,0.8702926784753799,5,0.04258608818054199
Two couches and recliner,What are the considerations for selecting and arranging multiple pieces of living room furniture?,0.8752384,0.8685946077108383,5,0.04787302017211914
Large couch,What are the key considerations when choosing a large piece of furniture for a living space?,0.8563863,0.8524146407842637,5,0.03970909118652344
one desk chair,"What are the different types and features of desk chairs available, and how do they cater to various needs and preferences?",0.908828,0.8928391635417938,5,0.047043800354003906
Large,What are the characteristics and implications of size or scale in various contexts?,0.84099483,0.8269402325153351,5,0.05536198616027832
Rocking Chair Recliner,What are the different types and features of chairs that offer both rocking and reclining functions?,0.8970729,0.8839370459318161,5,0.04626798629760742
clothing,"What are the different types and purposes of clothing, and how do they vary across cultures and climates?",0.840889,0.8394521206617356,5,0.04526114463806152
large tv stand,What are the considerations and options for choosing a suitable stand for a large television?,0.88515204,0.8680383712053299,5,0.04158592224121094
Dining table,What are the different types and uses of tables designed for dining purposes?,0.9270252,0.9092575043439866,5,0.0398402214050293
Books,"What are the different types of books and their purposes, and how can one choose a book based on interest or need?",0.84338534,0.8320393770933151,5,0.041285037994384766
piano and day bed,What are the considerations and benefits of combining musical instruments with multifunctional furniture in a living space?,0.8657483,0.8587989270687104,5,0.04341697692871094
air fryer,"What are the general benefits, uses, and considerations of using air fryers in cooking?",0.917293,0.8829584836959838,5,0.04146695137023926
Disassembled bed head board,"What are the general considerations and steps involved in dealing with disassembled furniture components, such as a bed headboard?",0.8394973,0.8375622510910035,5,0.04890799522399902
bed,"What are the different types and features of beds, and how do they impact sleep quality and room aesthetics?",0.87673616,0.8713648796081543,5,0.04181814193725586
Washer,What are the different types of washers and their uses?,0.8873424,0.8734016209840775,5,0.04154825210571289
Couch,What are the different types and uses of seating furniture?,0.88826567,0.8763584434986115,5,0.04867291450500488
Queen size mattress,"What are the different types and features of mattresses available, and how do they vary in size and comfort?",0.8775232,0.8689573168754577,5,0.04277300834655762
TV,"What are the different aspects and considerations related to television, such as its history, technology, cultural impact, and current trends?",0.8640499,0.8557509273290634,5,0.03737282752990723
mattress,"What are the key factors to consider when choosing a mattress, and how do different types of mattresses compare in terms of comfort, support, and durability?",0.90184784,0.8861673712730408,5,0.04208016395568848
mattress,What are the different types of mattresses available and their benefits?,0.9050711,0.8890893936157227,5,0.04211783409118652
curio cabinet,What are the different types and uses of display cabinets for showcasing collections or decorative items?,0.9197373,0.89878408908844,5,0.045638084411621094
small fridge,"What are the different types and features of compact refrigerators, and what should be considered when choosing one?",0.9228531,0.8958364248275758,5,0.0437319278717041
patio table,What are the different types and features of outdoor furniture suitable for a patio?,0.8813276,0.8714904010295867,5,0.042289018630981445
One sofa & one loveseat,What are the considerations and options when choosing different types of seating furniture for a living space?,0.86500525,0.8618194937705994,5,0.04688096046447754
blankets,"What are the different types and uses of blankets, and how do they vary in terms of materials, sizes, and purposes?",0.8741187,0.8535483956336976,5,0.042678117752075195
Sectional ground floor two pieces,What are the options and considerations for selecting and arranging sectional furniture on a ground floor space?,0.82921666,0.8274622619152069,5,0.04218482971191406
Clothes,"What are the different types and purposes of clothing, and how do they vary across cultures and climates?",0.8458876,0.8441558092832565,5,0.04248976707458496
Queen Mattress,"What are the different types and features of mattresses available, and how do they compare in terms of size, comfort, and price?",0.8874372,0.8781256735324859,5,0.044454097747802734
Couch,"What are the different types and uses of seating furniture, and how do they vary in terms of design, comfort, and functionality?",0.889588,0.878105354309082,5,0.042585134506225586
cast iron sink,"What are the characteristics, benefits, and uses of cast iron sinks in home design and functionality?",0.8489733,0.8446047514677048,5,0.04468107223510742
coffee table,What are the different types and uses of tables typically found in living room settings?,0.91132456,0.89859419465065,5,0.04194188117980957
Mattress,"What are the key factors to consider when choosing a mattress, and what are the different types and benefits of mattresses available?",0.90276647,0.8861411720514297,5,0.04663205146789551
two large recliners leather as well,"What are the options for purchasing or acquiring large leather recliners, and what factors should be considered when selecting them?",0.8594434,0.8526972651481628,5,0.049746036529541016
"Large white stove 
Range top
Furniture","What are the key considerations when selecting kitchen appliances and furniture, particularly focusing on stove types and their features?",0.87308955,0.8622729808092118,5,0.04761815071105957
dryer,"What are the different types and features of dryers, and how do they compare in terms of efficiency, cost, and functionality?",0.88634944,0.8781813710927964,5,0.04359793663024902
chairs,"What are the different types, uses, and features of chairs, and how do they vary in design and function?",0.8872787,0.8801356673240661,5,0.04398488998413086
Loveseat and sectional L shaped sofa,"What are the different types and configurations of sofas available, and how do they compare in terms of design and functionality?",0.86631525,0.8644970238208771,5,0.04730415344238281
two tear scaffold with support bars and walk panels,What are the general components and structural elements of a multi-level scaffold system?,0.8302012,0.8259697198867798,5,0.05364704132080078
vacuum,What are the different types and uses of vacuum technology or devices?,0.8984722,0.8618899881839752,5,0.0419011116027832
small vacuum,"What are the features and benefits of compact vacuum cleaners, and how do they compare to larger models in terms of performance and convenience?",0.8572916,0.8500879913568496,5,0.04397010803222656
Sofa,"What are the different types, features, and uses of seating furniture?",0.90652883,0.8877168208360672,5,0.043943166732788086
and bookcase,"What are the various types and uses of furniture, including storage solutions like bookcases?",0.8905512,0.8715804129838943,5,0.04076814651489258
Clothing and toys,What are the general categories and types of products available for purchase that include clothing and toys?,0.82053244,0.8158307582139969,5,0.0362699031829834
coffee table,What are the different types and uses of tables commonly found in living spaces?,0.9102745,0.8996232092380524,5,0.04151606559753418
glasses,"What are the different types and purposes of eyewear, and how do they address various vision needs?",0.8522944,0.8440331041812896,5,0.041417837142944336
dining table set,"What are the different types and features of dining table sets available, and how can one choose the best option for their needs?",0.8931359,0.8834186464548112,5,0.04029417037963867
Glass top coffee table,"What are the different types and features of coffee tables, including those with glass tops, and how do they compare in terms of style, functionality, and material?",0.85212064,0.843985190987587,5,0.047576904296875
books,"What are the different types of books available, and how can they be categorized based on genres, authors, or purposes?",0.8400886,0.8284482061862946,5,0.044921159744262695
Clothes,"What are the different aspects and considerations involved in choosing, purchasing, and maintaining clothing?",0.847895,0.8455290257930757,5,0.04222679138183594
night stand,What are the different types and uses of bedside furniture?,0.88119584,0.8750096768140793,5,0.056012630462646484
Desk,"What are the various types and uses of desks, and how do they differ in terms of design, functionality, and suitability for different environments?",0.90214807,0.8880915224552155,5,0.05333089828491211
Sectional couch,"What are the different types and features of sectional couches, and how do they compare to other types of seating furniture?",0.86019456,0.8590954303741455,5,0.045800209045410156
Very large treadmill & exercise bike,What are the considerations and options for purchasing large fitness equipment like treadmills and exercise bikes?,0.8723034,0.8650503277778625,5,0.05017280578613281
chalkboard,"What are the uses, benefits, and history of chalkboards in educational and professional settings?",0.91376984,0.8828961223363876,5,0.043051958084106445
King size bed frame and office chair,What are the considerations and options for selecting furniture for a bedroom and home office?,0.8550824,0.8508499205112457,5,0.04742097854614258
Foot Locker,"What information is available about the company Foot Locker, including its products, services, history, and current market presence?",0.8311703,0.822743558883667,5,0.04391598701477051
bar unit,What are the different meanings and uses of the term 'bar' in various contexts?,0.87168884,0.8654915481805802,5,0.04381513595581055
TV Stand,What are the different types and features of furniture designed to support and display televisions?,0.9235623,0.9025803297758103,5,0.03740882873535156
lots of functionality,What are the various features and capabilities available in a system or product?,0.8295178,0.8250468641519547,5,0.04335594177246094
Bathroom vanity with two sinks,What are the options and considerations for choosing a bathroom vanity with multiple sinks?,0.85065323,0.8455006450414658,5,0.04403519630432129
a wing chair,"What are the characteristics and uses of different types of chairs, including wing chairs?",0.92699426,0.8958201497793198,5,0.03872394561767578
plate set,"What are the different types and features of dining plate sets available, and what should be considered when choosing one?",0.85287476,0.8476507484912872,5,0.04438591003417969
table and six chairs,What are the options and considerations for purchasing a dining set that includes a table and multiple chairs?,0.8696831,0.8624172210693359,5,0.043029069900512695
electric reclining chair,What are the features and benefits of different types of reclining chairs with electric mechanisms?,0.90918076,0.885962724685669,5,0.039980173110961914
Bed frame,"What are the different types and features of bed frames, and how do they affect bedroom design and sleep quality?",0.9046272,0.8925758957862854,5,0.04005599021911621
TVs,"What are the different types, features, and considerations when choosing a television?",0.86076057,0.8548694163560867,5,0.0365900993347168
Clothing,"What are the different aspects and considerations involved in clothing, including types, materials, cultural significance, and fashion trends?",0.83932763,0.8376074701547623,5,0.041857004165649414
a coffee table and two chsirs,What are some options for small furniture sets that include a table and seating?,0.86358964,0.8616666436195374,5,0.05035400390625
packnplay,"What are the features, uses, and benefits of portable playpens for infants and toddlers?",0.87760997,0.8591057538986206,5,0.05359601974487305
one fire pit,What should I consider when looking for information about fire pits?,0.8878237,0.8585090041160583,5,0.04613494873046875
bedding,"What are the different types and uses of bedding, and how can one choose the appropriate bedding for various needs?",0.85549295,0.8502227604389191,5,0.04439687728881836
carpet,"What are the different types and uses of carpets, and how do they impact interior design and home functionality?",0.9052987,0.8871593832969665,5,0.04579520225524902
and laser printer,What are the general features and benefits of laser printers compared to other types of printers?,0.8494233,0.839609956741333,5,0.04184293746948242
Sofa,What are the different types and features of seating furniture available for living spaces?,0.90700495,0.8873642474412918,5,0.040632009506225586
portable washer,What are the options and considerations for compact and mobile laundry solutions?,0.8823644,0.8718766003847123,5,0.04457402229309082
elliptical,What are the various meanings and uses of the term 'elliptical' across different contexts?,0.839442,0.8331610411405563,5,0.03702402114868164
and medium chair,"What are the different types and sizes of chairs available, and how do they vary in terms of design and functionality?",0.863148,0.861564713716507,5,0.04057812690734863
Modular couch,"What are the features and benefits of modular furniture, and how does it compare to traditional furniture options?",0.84576184,0.8443716526031494,5,0.043250322341918945
Bedroom furniture,"What are the different types and styles of furniture commonly used in bedrooms, and what factors should be considered when selecting bedroom furniture?",0.8590975,0.8559151142835617,5,0.0418398380279541
tile,What are the different types and uses of tiles in construction and design?,0.8606391,0.8527752369642257,5,0.044354915618896484
lights,What are the different types and uses of lighting?,0.8581698,0.852572175860405,5,0.047738075256347656
Dresser,What are the different types and uses of furniture designed for storing clothes and personal items?,0.9169839,0.8955736577510834,5,0.0394589900970459
Entertainment center,"What are the different types and purposes of entertainment centers, and how can they be used to enhance leisure activities?",0.8991374,0.8638299435377121,5,0.04044079780578613
picture frames,"What are the different types and uses of picture frames, and how can one choose the most suitable option for displaying artwork or photographs?",0.882218,0.8618506878614426,5,0.04417824745178223
dressers,What are the different types and uses of furniture storage solutions?,0.8840033,0.8735468447208405,5,0.03939390182495117
loveseat and a queensize bed,"What are the considerations for selecting and arranging furniture pieces for a living space, including seating and sleeping options?",0.860682,0.8588013589382172,5,0.04749488830566406
dining room table,What are the different types and features of tables suitable for dining rooms?,0.9012,0.8874033153057098,5,0.042336225509643555
unit on first floor with one set of stairs up to the front door,What are the characteristics of a residential unit that requires ascending stairs to access the main entrance?,0.8204272,0.815788757801056,5,0.04158473014831543
headboard,"What are the different types and features of headboards, and how do they enhance bedroom decor and functionality?",0.87033725,0.8597702026367188,5,0.041760921478271484
Clothes,What are the different types of clothing and their purposes?,0.8451155,0.8430191576480865,5,0.05114603042602539
twin bed frame dismantled,How can a bed frame be disassembled?,0.86272466,0.8532743394374848,5,0.0485539436340332
child shoes,What are the considerations and options available for purchasing footwear for children?,0.8337918,0.8268651306629181,5,0.0374908447265625
two diningroom hutch,"What are the different types and styles of dining room hutches available, and how can they be effectively utilized in a dining space?",0.8519792,0.8463455617427826,5,0.04451608657836914
small sofa,What are the different types and features of compact seating options for small living spaces?,0.8671039,0.8627875626087189,5,0.04109787940979004
gloves,"What are the different types of gloves available, and what are their various uses and benefits?",0.8210076,0.8195787996053696,5,0.040537118911743164
misc items,"What are the various types and categories of miscellaneous items, and how can they be organized or classified?",0.84099805,0.8400651127099991,5,0.04558897018432617
sofa bed,"What are the different types and features of furniture that serve dual purposes, such as seating and sleeping?",0.9271304,0.8977720886468887,5,0.03943610191345215
books,"What information or resources are available about literature, including different genres, authors, and reading recommendations?",0.8342558,0.8236837267875672,5,0.046063899993896484
one king mattress,What are the general considerations and options available when purchasing a king-size mattress?,0.8604633,0.8559228748083114,5,0.03597426414489746
one king mattress,What are the options and considerations for purchasing a king-size mattress?,0.8576789,0.8541486859321594,5,0.03824281692504883
Clothing,"What are the different types and purposes of clothing, and how do they vary across cultures and climates?",0.840889,0.8394521206617356,5,0.03762102127075195
"Medium sized couch
Rocking chair 
Patio table",What are some options for different types of furniture suitable for various spaces in a home?,0.861222,0.8592994987964631,5,0.04940080642700195
twin bed,What are the characteristics and uses of different types of beds?,0.8816936,0.8780777364969253,5,0.04141592979431152
Stationary Bike,"What are the benefits, features, and considerations when choosing and using stationary exercise equipment?",0.915242,0.8882615208625794,5,0.03695511817932129
Household items,What are the common categories and uses of items typically found in a household?,0.85491115,0.8513551533222199,5,0.04060196876525879
full size bed will need disassemble,What are the general steps and considerations for disassembling a bed frame?,0.8480322,0.8429225206375123,5,0.04876518249511719
Mostly xmas decorations,"What are common themes and types of holiday decorations, particularly those used during the Christmas season?",0.8346726,0.829672658443451,5,0.04365396499633789
Clothing,"What are the various types and purposes of clothing, and how do they relate to cultural, functional, and fashion aspects?",0.8446536,0.8432710200548172,5,0.04388880729675293
home decor,What are the key principles and ideas for enhancing the aesthetic and functionality of living spaces?,0.8420478,0.840060093998909,5,0.04293203353881836
end table,What are the different types and uses of tables in various contexts?,0.90310144,0.8941056132316589,5,0.04241013526916504
queen bed headboard and foot board,"What are the components and design options for bed frames, including headboards and footboards?",0.86906934,0.8614477813243866,5,0.04464221000671387
Sleeper Sofa,What are the different types and features of convertible furniture options for seating and sleeping?,0.87694746,0.8681387096643448,5,0.04150199890136719
small furniture,What are the different types and considerations for selecting compact or space-saving furniture options?,0.8536292,0.8499961018562318,5,0.037139892578125
Oak bedroom set,What are the options and considerations for purchasing bedroom furniture made from oak?,0.83232105,0.8270599573850632,5,0.04371500015258789
long woven tray,"What are the different types and uses of woven trays, and how can they vary in size and design?",0.85033923,0.8423092544078827,5,0.0411829948425293
toys,"What are the different types and purposes of toys, and how do they contribute to child development and play?",0.83556205,0.8312500536441803,5,0.04466605186462402
Sofa sleeper,What are the different types and features of furniture that can serve as both seating and sleeping solutions?,0.8918557,0.875078085064888,5,0.0500180721282959
Sofa and loveseat,"What are the different types of seating furniture available for living rooms, and how do they compare in terms of functionality and design?",0.8758574,0.8722625821828842,5,0.04737496376037598
books,What are the different types of books available and what purposes do they serve?,0.8382831,0.8275587350130081,5,0.044268131256103516
small shelves,What are the different types and uses of compact shelving solutions?,0.88159066,0.8737831115722656,5,0.041169166564941406
toys,"What are the different categories and purposes of toys, and how do they contribute to child development and entertainment?",0.8340181,0.8292031675577164,5,0.04290890693664551
bookcase,What are the different types and uses of furniture for storing and displaying books and other items?,0.92808974,0.8968813955783844,5,0.04285883903503418
Couch set,What should I consider when purchasing a set of furniture for a living room?,0.85143656,0.8476058214902877,5,0.03557991981506348
tall bureau,What are the characteristics and uses of tall storage furniture?,0.8417747,0.838098120689392,5,0.04888510704040527
wood bathroom mat,What are the benefits and considerations of using wooden materials for bathroom accessories?,0.85402554,0.8470029294490814,5,0.043955087661743164
Bed,"What are the different types and features of beds, and how do they impact sleep quality and room aesthetics?",0.87673616,0.8713648796081543,5,0.0369110107421875
large dresser,What are the considerations and options when choosing a large piece of furniture for storage purposes?,0.87266326,0.8691145062446595,5,0.04090404510498047
brand new without mirror,What are the characteristics and implications of an item being new but lacking a specific component or feature?,0.82093525,0.8177396804094315,5,0.046543121337890625
wooden desk,"What are the different types and features of desks made from various materials, including wood?",0.86928743,0.8614556908607484,5,0.042618751525878906
single,What are the different contexts and meanings associated with the term 'single'?,0.8284755,0.8207120031118393,5,0.04338216781616211
Jackets,What are the different types of jackets available and their uses or features?,0.81551874,0.8146020114421845,5,0.0402679443359375
Household items,What are common categories and uses of items typically found in a household?,0.85457623,0.8513276129961014,5,0.03684878349304199
Full sized couch and two chandeliers,What are the considerations for selecting and purchasing large furniture items and lighting fixtures for a living space?,0.85426456,0.8471707433462143,5,0.04528212547302246
baby shoes,What are the considerations and options available when selecting footwear for infants?,0.8584113,0.8556170284748077,5,0.036713361740112305
Large Jordan's furniture sectional sofa,What are the options and features of large sectional sofas available at Jordan's Furniture?,0.82049346,0.816435581445694,5,0.04649496078491211
foyer table,What are some common types and styles of tables suitable for entryways or foyers?,0.8680042,0.8628952741622925,5,0.041150808334350586
Dining room table,What are the key considerations when selecting a table for a dining area?,0.90089405,0.8876917660236359,5,0.041764259338378906
armoire,What are the different types and uses of storage furniture?,0.9023439,0.8863637983798981,5,0.05050992965698242
Headboard and full bed frame,What are the considerations and options available when choosing bed frames and headboards for a full-size bed?,0.8658675,0.8603194415569306,5,0.04689192771911621
clothing donations,What are the best ways to donate clothing and what organizations accept clothing donations?,0.8197052,0.8144563853740692,5,0.039997100830078125
French door fridge,"What are the features and benefits of different types of refrigerators, including those with French doors?",0.86596406,0.8558506369590759,5,0.039688825607299805
Small couch,What are the different types and features of compact seating furniture?,0.861547,0.8606938749551774,5,0.04086589813232422
"large bedframe and mattress
chairs 
bench 
printer",What are the essential furniture and equipment items needed for setting up a functional living or working space?,0.86374676,0.8587596476078033,5,0.044101715087890625
dining room table and six chairs,What are the considerations and options for purchasing a dining set that includes a table and multiple chairs?,0.8709144,0.8635427176952362,5,0.03864407539367676
desk,"What are the different types and uses of desks, and how do they vary in design and functionality?",0.90532976,0.8892842471599579,5,0.03997683525085449
oxygen machines,What are the different types and uses of devices that provide or enhance oxygen supply?,0.8501104,0.8400113910436631,5,0.0442042350769043
excellent condition in no smoking,"What are the general criteria for determining the condition of an item, particularly in environments that are smoke-free?",0.81961244,0.8157259523868561,5,0.04602694511413574
one dining room,What are the general considerations and design principles for creating or utilizing a dining room space?,0.8713382,0.8621864467859268,5,0.044164180755615234
mattress,"What are the different types of mattresses available, and what factors should be considered when choosing a mattress?",0.9056872,0.8892341911792755,5,0.04137611389160156
coffee table,"What are the different types and styles of tables used in living room settings, and what factors should be considered when choosing one?",0.9058845,0.8927599251270295,5,0.04320788383483887
end table,What are the different types and uses of small tables typically placed beside furniture?,0.92057323,0.9042008876800537,5,0.0424959659576416
books,"What are the different types of books available, and what factors should be considered when choosing a book?",0.8363355,0.8233204782009125,5,0.04450488090515137
Computer desk/hutch and bookcase,What are some options for home office furniture that include storage and workspace solutions?,0.8622172,0.8594198286533355,5,0.04732871055603027
art work,"What are the different aspects and forms of art, and how do they contribute to cultural and personal expression?",0.84956205,0.8372140407562256,5,0.03970909118652344
only,What are the different contexts and meanings of the word 'only'?,0.8115851,0.8089790403842926,5,0.0399928092956543
decorative pillows,"What are the different types and uses of decorative home accessories, including pillows, and how can they enhance interior design?",0.85230935,0.8449626684188842,5,0.04402518272399902
Antique Sofa,"What are the characteristics, history, and value considerations of antique furniture?",0.8366637,0.8352200537919998,5,0.040682077407836914
one vanity table with mirror,What are the options and features available for vanity tables with mirrors?,0.9113774,0.8963162004947662,5,0.044669151306152344
bed frame,"What are the different types and features of bed frames, and how do they impact sleep quality and bedroom aesthetics?",0.90597284,0.8932389467954636,5,0.03921914100646973
love seat sofa bed,What are the different types and features of convertible furniture that combine seating and sleeping functions?,0.893035,0.8758194446563721,5,0.04405379295349121
sofa,"What are the different types, features, and uses of furniture designed for seating multiple people?",0.91582435,0.8925697803497314,5,0.044798851013183594
Winter coats,What are the essential features and types of outerwear suitable for cold weather conditions?,0.8370106,0.8280313670635223,5,0.043802738189697266
a medium sized table,What are the characteristics and options available for tables of moderate size?,0.8555417,0.8526553362607956,5,0.03960919380187988
electric space heater,"What are the different types and features of space heaters, and how do electric models compare to other heating options?",0.8911809,0.8737450271844864,5,0.041158199310302734
wallpaper donation,How can I find organizations or platforms that accept donations of wallpaper or similar home improvement materials?,0.80776805,0.8053296953439713,5,0.045073747634887695
desk chair,What are the different types and features of chairs suitable for use at a desk?,0.93287814,0.9085726559162141,5,0.03643608093261719
dishes,"What are the different types of meals or recipes available, and what are their characteristics or preparation methods?",0.8490794,0.845879888534546,5,0.04288506507873535
Two mattresses a rug,What are the considerations and options for purchasing or selecting multiple mattresses and a rug?,0.8521695,0.850117489695549,5,0.043817996978759766
camping stove,What are the different types of portable cooking equipment suitable for outdoor activities?,0.866977,0.8613470703363418,5,0.04158902168273926
Large rosewood cabinet,"What are the characteristics and uses of large wooden cabinets, and how does the type of wood, such as rosewood, influence their design and functionality?",0.8538779,0.8500205278396606,5,0.04621100425720215
King mattress,"What are the different types, features, and benefits of mattresses, specifically focusing on larger sizes?",0.8870039,0.8776366651058197,5,0.036669015884399414
"Sofa bed full size
Antique white wood chair
Wood/formica desk 
Pillows","What are the options and considerations for purchasing various types of home furniture, including seating, desks, and accessories, with a focus on materials and styles?",0.85055685,0.8478300213813782,5,0.04155111312866211
A large bombie dresser,What are the characteristics and uses of large furniture pieces with unique or unconventional designs?,0.8605945,0.8562834441661835,5,0.04083132743835449
power lift recliner,"What are the features, benefits, and considerations when choosing a recliner with power lift functionality?",0.86669445,0.857069331407547,5,0.042372703552246094
large wooden TV stand,"What are the options for furniture pieces designed to support televisions, particularly those made from wood and available in larger sizes?",0.86953956,0.8623608112335205,5,0.04162263870239258
patio furniture full set,What are the options and considerations for purchasing a complete set of outdoor furniture?,0.8425096,0.8367044627666473,5,0.04207611083984375
Standard couch,What are the common characteristics and features of a typical couch?,0.85970825,0.8548690259456635,5,0.043695926666259766
books,"What are the different types of books available, and how can they be categorized based on genre, purpose, or audience?",0.8386302,0.8278309404850006,5,0.04165792465209961
TV console,What are the different types and features of furniture used for housing and organizing television and entertainment systems?,0.92700905,0.9054465770721436,5,0.03766512870788574
household items,What are common categories and uses of items typically found in a household?,0.85457623,0.8513276129961014,5,0.03953719139099121
rug,"What are the different types, uses, and maintenance tips for floor coverings?",0.9018369,0.8919182300567627,5,0.03955984115600586
china closet,What are the different types and uses of storage furniture for displaying and storing dishes and glassware?,0.887367,0.8744424015283585,5,0.04070925712585449
one small recliner,What are the options and considerations for purchasing a compact or space-saving recliner?,0.8858229,0.8792810320854187,5,0.0443727970123291
Commercial printer multifunctional,"What are the key features and benefits of multifunctional commercial printers, and how do they compare to other printing solutions for business use?",0.8437094,0.8343428909778595,5,0.047319889068603516
Standard Refrigerator in garage,What are the considerations and requirements for installing and using a standard refrigerator in a garage environment?,0.8458004,0.8409365594387055,5,0.040801048278808594
kitchen supplies,What are the essential items and tools needed for a functional kitchen?,0.8735227,0.8705575197935105,5,0.044698238372802734
large solid wood credenza with wine bottle storage,"What are the options for furniture pieces that combine storage functionality with aesthetic appeal, particularly those that can accommodate wine bottles?",0.8682427,0.8612897127866745,5,0.051744937896728516
end table,What are the different types and uses of tables in various contexts?,0.90310144,0.8941056132316589,5,0.03748726844787598
wood side table cabinet,What are the different types and styles of wooden furniture that include storage options?,0.86312133,0.8548202216625214,5,0.043312788009643555
computer desk,What are the different types and features of desks suitable for computer use?,0.87783027,0.8729465544223786,5,0.03535890579223633
coffee table,What are the different types and uses of tables typically placed in living rooms?,0.9116777,0.8987021923065186,5,0.03644108772277832
One large sectional couch,What are the considerations and options when choosing a large sectional couch for a living space?,0.85628575,0.8499079048633575,5,0.0400080680847168
Macy's Leather Sofa and Loveseat,What are the options and features of leather sofas and loveseats available at department stores?,0.84909403,0.8427523881196975,5,0.05067706108093262
shoes,"What are the different types of footwear available, and what factors should be considered when choosing the right pair for various activities or occasions?",0.84150237,0.8385614275932312,5,0.04421186447143555
bookshelves,What are the different types and uses of storage solutions for organizing books and other items?,0.89498633,0.883117300271988,5,0.04062080383300781
two dressers,What are some considerations or options when choosing multiple pieces of bedroom furniture?,0.88137484,0.8755447685718537,5,0.040679216384887695
antique harvest table and IKEA TV stand,What are the differences and similarities between antique furniture and modern mass-produced furniture?,0.829944,0.8295939236879349,5,0.04922294616699219
bench,What are the different types and uses of benches?,0.89457005,0.8822369426488876,5,0.04805302619934082
some signs of wear and tear,What are common indicators of deterioration or damage in objects or materials?,0.8104763,0.8097381621599198,5,0.044059038162231445
kitchen miscelaneous,"What are common items and tools found in a kitchen, and what are their uses?",0.8771632,0.87277572453022,5,0.044100284576416016
night stands,What are the different types and uses of bedside furniture?,0.8715812,0.8661075532436371,5,0.051277875900268555
Large black futon and electric fireplace with mantel,What are some options for combining multifunctional furniture and heating solutions in a living space?,0.86341214,0.8577235847711563,5,0.04695296287536621
hall table,What are the different types and uses of tables suitable for entryways or hallways?,0.8833306,0.880439230799675,5,0.03977489471435547
Sofa,"What are the different types, features, and uses of furniture for seating and lounging?",0.9063494,0.8886581063270569,5,0.04428696632385254
"Solid wood queen bed
Solid wood dresser
Solid wood nightstand","What are the options for purchasing solid wood bedroom furniture, including beds, dressers, and nightstands?",0.839668,0.8371717214584351,5,0.05066394805908203
backrest part does come off for easier lifting,How can the design of a chair or seating furniture facilitate easier lifting or transportation by allowing parts to be removed?,0.84348416,0.8392102241516114,5,0.050219058990478516
loveseat and two chairs dressers and armoire,What are some common types of furniture pieces for a living room and bedroom?,0.85803735,0.851120075583458,5,0.05170011520385742
shoe cabinet,What are the different types and features of furniture designed for storing and organizing footwear?,0.88673514,0.8762377083301545,5,0.043805837631225586
table,"What are the different types and uses of tables in various contexts, such as furniture, data organization, or mathematics?",0.8779278,0.8745836317539215,5,0.044304847717285156
two bookcases,What are the considerations or factors to keep in mind when selecting or comparing multiple bookcases?,0.8786855,0.8640505254268647,5,0.04527902603149414
thin skinny lingerie chest,What are the features and considerations when selecting lightweight and form-fitting lingerie for individuals with a slender body type?,0.8052477,0.804630446434021,5,0.041689157485961914
full size bed,"What are the characteristics and uses of different bed sizes, including full size beds?",0.86493003,0.8621606439352035,5,0.04378175735473633
Brown sleigh/day bed trundle,"What are the features and options available for sleigh or day beds with trundle functionality, particularly in brown finishes?",0.8582842,0.8443199306726455,5,0.05211591720581055
chair,"What are the different types and uses of chairs, and how do they vary in design and functionality?",0.8935898,0.8893395721912384,5,0.04404306411743164
popcorn popper,What are the different types and features of devices used for making popcorn?,0.8337749,0.8311798304319382,5,0.0578608512878418
Kids toys,"What are the different types of toys available for children, and what factors should be considered when choosing toys for different age groups?",0.8361512,0.8335960119962692,5,0.03985095024108887
puzzles,What are the different types of puzzles and their purposes or benefits?,0.80288666,0.802330705523491,5,0.04238700866699219
Sectional couch,"What are the different types and features of couches available, and how do sectional couches compare in terms of design, functionality, and space utilization?",0.867784,0.8650928944349289,5,0.04196286201477051
matching living room chairs,What are the options for coordinating seating furniture in a living room?,0.8892008,0.8647488623857499,5,0.03942298889160156
headboard,What are the different types and purposes of headboards in bedroom furniture?,0.8655224,0.8554810672998429,5,0.03580021858215332
dresser,What are the different types and uses of furniture designed for storing clothes and other items?,0.9139639,0.8930677175521851,5,0.04164409637451172
small desk,What are the options and considerations for choosing compact or space-saving desks?,0.8708384,0.8641928970813751,5,0.04135704040527344
small storage chest,What are the options for compact storage solutions?,0.8714027,0.8694302141666412,5,0.04847574234008789
storage shelf,What are the different types and uses of storage solutions for organizing spaces?,0.90155864,0.8946922957897187,5,0.04408907890319824
Clothing items,"What are the different types and categories of clothing, and what factors should be considered when choosing clothing items?",0.8479552,0.8444486409425735,5,0.04230499267578125
small bookshelf,What are the different types and designs of compact storage solutions for organizing books and small items?,0.87482727,0.8651519417762756,5,0.045706987380981445
Folding sofa bed,What are the different types and features of convertible furniture options for maximizing space in a living area?,0.8887472,0.8794526278972625,5,0.04123806953430176
large very heavy desk with attached drawers and shelves,What are the characteristics and options available for substantial office furniture that includes integrated storage solutions?,0.85028505,0.8495060622692109,5,0.04539608955383301
two couches,What are some considerations when choosing multiple pieces of furniture for a living space?,0.8521612,0.85169977247715,5,0.04344010353088379
